Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s000","Median Sales Price
$'000s000","Third Quartile Sales Price
'000s000","Mean Sales Price
$'000s000","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Sutherland Shire,Total,713000,880000,1100000,960000,573,-10.20%,-16.19%,-23.70%,-28.37%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Sutherland Shire,Non Strata,900000,1050000,1269000,1159000,303,-7.28%,-18.29%,-29.86%,-23.10%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Sutherland Shire,Strata,601000,700000,814000,735000,270,-4.11%,-11.39%,-15.36%,-33.50%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Sydney,Total,690000,930000,1300000,1061000,649,-6.11%,-7.00%,-26.58%,-29.76%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Sydney,Non Strata,1200000,1500000,1843000,1585000,108,0.67%,-12.79%,-35.71%,-25.52%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Sydney,Strata,670000,840000,1189000,956000,541,-5.62%,-7.18%,-24.44%,-30.55%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,The Hills Shire,Total,875000,1050000,1266000,1098000,317,-5.83%,-12.50%,-18.51%,-24.52%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,The Hills Shire,Non Strata,988000,1128000,1334000,1194000,251,-3.88%,-12.22%,-23.48%,-23.71%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,The Hills Shire,Strata,661000,721000,819000,733000,66,-8.35%,-6.33%,8.20%,-27.47%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Waverley,Total,930000,1451000,2599000,2184000,182,3.51%,-17.53%,-38.93%,-38.51%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Waverley,Non Strata,2200000,2620000,3238000,2830000,59,-0.76%,-12.37%,-40.40%,-48.70%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Waverley,Strata,778000,1100000,1456000,1874000,123,-2.65%,-12.00%,-38.19%,-32.04%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Willoughby,Total,845000,1350000,2024000,1526000,148,-16.15%,-27.03%,-28.16%,-29.86%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Willoughby,Non Strata,1768000,2105000,2703000,2291000,62,-7.47%,-16.44%,-39.81%,-42.59%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Willoughby,Strata,743000,883000,1169000,975000,86,-11.08%,-11.70%,-16.50%,-16.50%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Wollondilly,Total,574000,665000,943000,748000,124,-2.13%,-11.92%,8.77%,-20.51%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Wollondilly,Non Strata,590000,670000,950000,757000,121,-5.63%,-13.55%,12.04%,-16.55%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Wollondilly,Strata,0,0,0,0,0,0,0,0,0
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Wollongong,Total,520000,635000,775000,666000,493,-7.97%,-10.50%,-16.16%,-28.13%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Wollongong,Non Strata,560000,678000,823000,712000,324,-8.45%,-13.97%,-21.55%,-30.47%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Wollongong,Strata,465000,543000,659000,577000,169,-6.42%,-6.90%,-3.43%,-23.18%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Woollahra,Total,1123000,1858000,3213000,2666000,188,-2.24%,-16.33%,-29.06%,-29.59%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Woollahra,Non Strata,2306000,3960000,5913000,4434000,68,-10.12%,-1.00%,-33.98%,-35.24%
2019,Q2,GMR (Greater Metropolitan Region),Total,Total,Woollahra,Strata,957000,1310000,2108000,1664000,120,1.95%,-21.13%,-25.93%,-25.93%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Total,Total,780000,1101000,1654000,1433000,2146,-4.30%,-10.89%,-29.10%,-29.96%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Total,Non Strata,1350000,1810000,2429000,2182000,678,-1.56%,-17.54%,-32.87%,-30.96%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Total,Strata,699000,883000,1210000,1087000,1468,-1.89%,-8.97%,-27.22%,-29.49%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Inner West,Total,740000,1100000,1420000,1154000,431,-1.79%,-8.33%,-27.81%,-22.34%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Inner West,Non Strata,1190000,1353000,1700000,1465000,244,-1.99%,-13.30%,-28.02%,-14.39%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Inner West,Strata,600000,699000,875000,749000,187,-5.54%,-11.38%,-27.52%,-30.74%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Lane Cove,Total,675000,968000,1735000,1267000,124,10.26%,-25.00%,-29.55%,-33.33%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Lane Cove,Non Strata,1776000,2000000,2388000,2205000,38,-24.53%,-33.33%,-29.63%,-51.90%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Lane Cove,Strata,651000,777000,999000,853000,86,3.88%,-5.30%,-29.51%,-19.63%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Mosman,Total,795000,1478000,2883000,2167000,78,-2.64%,-17.92%,-42.65%,-34.45%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Mosman,Non Strata,2869000,3603000,4873000,3991000,20,-3.29%,-0.55%,-41.67%,-39.13%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Mosman,Strata,715000,963000,1354000,1145000,50,6.06%,-5.64%,-43.18%,-31.51%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,North Sydney,Total,885000,1195000,1735000,1368000,232,-2.45%,-2.45%,-31.36%,-30.95%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,North Sydney,Non Strata,1965000,2278000,2629000,2343000,44,-0.98%,-17.18%,-22.81%,-20.00%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,North Sydney,Strata,808000,1043000,1376000,1140000,188,-5.23%,-6.67%,-33.10%,-33.10%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Randwick,Total,814000,1060000,1698000,1323000,262,-11.67%,-19.70%,-21.32%,-31.23%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Randwick,Non Strata,1585000,1960000,2430000,2061000,89,-2.00%,-14.22%,-37.32%,-41.45%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Randwick,Strata,765000,860000,1060000,943000,173,-0.58%,-9.47%,-9.42%,-24.45%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Sydney,Total,690000,930000,1300000,1061000,649,-6.11%,-7.00%,-26.58%,-29.76%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Sydney,Non Strata,1200000,1500000,1843000,1585000,108,0.67%,-12.79%,-35.71%,-25.52%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Sydney,Strata,670000,840000,1189000,956000,541,-5.62%,-7.18%,-24.44%,-30.55%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Waverley,Total,930000,1451000,2599000,2184000,182,3.51%,-17.53%,-38.93%,-38.51%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Waverley,Non Strata,2200000,2620000,3238000,2830000,59,-0.76%,-12.37%,-40.40%,-48.70%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Waverley,Strata,778000,1100000,1456000,1874000,123,-2.65%,-12.00%,-38.19%,-32.04%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Woollahra,Total,1123000,1858000,3213000,2666000,188,-2.24%,-16.33%,-29.06%,-29.59%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Woollahra,Non Strata,2306000,3960000,5913000,4434000,68,-10.12%,-1.00%,-33.98%,-35.24%
2019,Q2,GMR (Greater Metropolitan Region),Total,Inner Ring,Woollahra,Strata,957000,1310000,2108000,1664000,120,1.95%,-21.13%,-25.93%,-25.93%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Total,Total,640000,800000,1100000,970000,3098,-7.03%,-7.51%,-26.45%,-34.71%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Total,Non Strata,847000,1083000,1525000,1283000,1405,-9.79%,-17.99%,-30.10%,-29.40%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Total,Strata,560000,660000,800000,711000,1693,-3.65%,-5.31%,-23.12%,-38.55%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Bayside,Total,630000,750000,988000,834000,363,-6.25%,-10.18%,-19.33%,-35.64%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Bayside,Non Strata,970000,1138000,1325000,1176000,98,-5.21%,-14.31%,-36.36%,-44.32%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Bayside,Strata,595000,675000,810000,707000,265,-2.88%,-7.53%,-10.47%,-31.70%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Burwood,Total,652000,778000,998000,919000,50,-27.06%,-19.09%,-55.36%,-34.21%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Burwood,Non Strata,1041000,1249000,1984000,1433000,20,-17.83%,-25.88%,-68.89%,-46.15%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Burwood,Strata,612000,695000,813000,719000,36,-20.11%,-18.38%,-46.27%,-28.00%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Canada Bay,Total,778000,1020000,1508000,1171000,176,-0.97%,-8.93%,-36.00%,-33.08%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Canada Bay,Non Strata,1395000,1688000,1981000,1701000,56,-4.66%,-22.95%,-32.53%,-33.33%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Canada Bay,Strata,721000,854000,1043000,924000,120,-4.04%,-5.11%,-37.50%,-32.96%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Canterbury-Bankstown,Total,570000,755000,900000,759000,606,-0.92%,-8.48%,-19.31%,-33.91%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Canterbury-Bankstown,Non Strata,770000,855000,970000,879000,351,-3.91%,-14.50%,-22.35%,-30.36%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Canterbury-Bankstown,Strata,455000,547000,650000,593000,255,4.19%,-7.29%,-14.72%,-38.26%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Cumberland,Total,550000,670000,784000,673000,327,-2.90%,-1.47%,-23.95%,-44.01%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Cumberland,Non Strata,720000,770000,855000,789000,183,-3.81%,-12.50%,-21.12%,-26.21%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Cumberland,Strata,461000,538000,591000,527000,144,-2.54%,-8.41%,-27.27%,-57.14%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Georges River,Total,631000,810000,1139000,923000,269,-14.06%,-10.99%,-24.44%,-29.58%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Georges River,Non Strata,1000000,1200000,1400000,1231000,125,0.00%,-14.29%,-36.55%,-27.75%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Georges River,Strata,565000,650000,750000,655000,144,-5.80%,-7.14%,-9.43%,-31.10%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Hunters Hill,Total,1780000,2260000,2719000,2347000,32,28.41%,2.03%,-30.43%,-23.81%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Hunters Hill,Non Strata,2300000,2500000,3250000,2769000,20,-6.37%,-21.87%,-8.70%,0.00%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Hunters Hill,Strata,1238000,1620000,2005000,1541000,20,35.00%,1.25%,-52.17%,-47.62%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Ku-Ring-Gai,Total,969000,1525000,2055000,1634000,274,-9.28%,-13.35%,-33.82%,-32.35%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Ku-Ring-Gai,Non Strata,1568000,1910000,2485000,2065000,168,-7.28%,-9.05%,-38.01%,-35.63%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Ku-Ring-Gai,Strata,743000,880000,1071000,951000,106,-3.30%,-9.97%,-25.87%,-26.39%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Parramatta,Total,610000,754000,957000,815000,470,-5.05%,-5.87%,-26.22%,-38.48%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Parramatta,Non Strata,880000,1010000,1248000,1068000,191,-10.22%,-19.20%,-26.82%,-21.40%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Parramatta,Strata,523000,647000,740000,642000,279,-1.97%,-7.57%,-25.80%,-46.45%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Ryde,Total,655000,895000,1273000,998000,312,-7.89%,5.29%,-27.78%,-22.58%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Ryde,Non Strata,1200000,1335000,1600000,1428000,117,-6.48%,-25.42%,-23.03%,1.74%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Ryde,Strata,603000,685000,848000,739000,195,-4.33%,-5.78%,-30.36%,-32.29%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Strathfield,Total,592000,670000,938000,1128000,71,-7.59%,1.52%,-31.07%,-47.01%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Strathfield,Non Strata,1258000,2250000,3309000,2499000,20,32.35%,-14.12%,-48.65%,-38.71%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Strathfield,Strata,580000,633000,678000,627000,52,-1.09%,1.12%,-21.21%,-49.51%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Willoughby,Total,845000,1350000,2024000,1526000,148,-16.15%,-27.03%,-28.16%,-29.86%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Willoughby,Non Strata,1768000,2105000,2703000,2291000,62,-7.47%,-16.44%,-39.81%,-42.59%
2019,Q2,GMR (Greater Metropolitan Region),Total,Middle Ring,Willoughby,Strata,743000,883000,1169000,975000,86,-11.08%,-11.70%,-16.50%,-16.50%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Total,Total,427000,530000,663000,563000,1824,-1.85%,-0.93%,-22.48%,-31.38%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Total,Non Strata,444000,550000,688000,581000,1524,-1.79%,-0.27%,-22.32%,-28.58%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Total,Strata,365000,440000,531000,473000,300,-0.44%,-5.38%,-23.27%,-42.75%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Cessnock,Total,328000,393000,479000,426000,181,3.42%,5.36%,-26.72%,-33.70%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Cessnock,Non Strata,348000,400000,495000,442000,162,-1.72%,5.26%,-25.35%,-33.88%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Cessnock,Strata,263000,278000,319000,294000,20,-7.02%,-0.71%,-36.67%,-32.14%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Lake Macquarie,Total,465000,558000,686000,592000,624,-3.88%,-0.45%,-14.40%,-28.11%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Lake Macquarie,Non Strata,480000,580000,715000,609000,551,-1.69%,0.00%,-14.17%,-25.84%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Lake Macquarie,Strata,400000,447000,500000,458000,73,-1.76%,0.45%,-16.09%,-41.60%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Maitland,Total,394000,453000,565000,481000,252,-1.63%,-0.22%,-29.41%,-34.03%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Maitland,Non Strata,395000,470000,570000,492000,233,-1.88%,1.08%,-27.64%,-33.24%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Maitland,Strata,290000,340000,415000,350000,20,-1.45%,-5.56%,-45.71%,-42.42%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Newcastle,Total,480000,580000,725000,626000,503,-1.69%,-4.80%,-28.85%,-33.47%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Newcastle,Non Strata,499000,600000,740000,650000,384,-3.31%,-6.33%,-27.00%,-24.56%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Newcastle,Strata,400000,510000,645000,551000,119,5.15%,-7.27%,-34.25%,-51.82%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Port Stephens,Total,400000,518000,681000,547000,264,-4.17%,-3.81%,-15.65%,-30.34%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Port Stephens,Non Strata,436000,583000,728000,587000,194,4.02%,-0.60%,-23.92%,-32.64%
2019,Q2,GMR (Greater Metropolitan Region),Total,Newcastle SSD,Port Stephens,Strata,353000,400000,510000,436000,70,-0.74%,-5.33%,20.69%,-23.08%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Total,Total,565000,700000,930000,811000,5747,-4.76%,-6.66%,-17.02%,-30.10%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Total,Non Strata,605000,735000,1000000,865000,4256,-4.79%,-7.55%,-18.23%,-28.14%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Total,Strata,485000,600000,760000,657000,1491,-3.23%,-7.69%,-13.36%,-35.15%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Blacktown,Total,565000,645000,765000,670000,687,-5.15%,-8.70%,-13.69%,-29.18%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Blacktown,Non Strata,600000,684000,795000,702000,564,-4.20%,-9.40%,-14.80%,-26.08%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Blacktown,Strata,469000,525000,588000,521000,123,-2.78%,-11.76%,-8.21%,-40.58%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Blue Mountains,Total,555000,645000,751000,669000,237,2.38%,-3.37%,-5.58%,-21.52%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Blue Mountains,Non Strata,565000,650000,765000,679000,219,2.36%,-3.70%,-7.59%,-22.61%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Blue Mountains,Strata,469000,551000,615000,542000,20,-0.23%,6.01%,28.57%,-5.26%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Camden,Total,615000,688000,771000,708000,256,-3.17%,-9.60%,-16.34%,-28.89%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Camden,Non Strata,631000,700000,779000,720000,242,-2.91%,-9.21%,-15.97%,-29.65%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Camden,Strata,403000,489000,604000,505000,20,-7.74%,-13.14%,-22.22%,-12.50%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Campbelltown,Total,478000,545000,628000,555000,347,-5.22%,-10.95%,-10.10%,-35.26%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Campbelltown,Non Strata,520000,571000,643000,584000,284,-4.83%,-10.85%,-9.27%,-33.02%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Campbelltown,Strata,387000,420000,467000,425000,63,0.00%,-10.45%,-13.70%,-43.75%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Central Coast,Total,485000,588000,740000,635000,1075,-3.69%,-8.77%,-15.15%,-32.52%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Central Coast,Non Strata,510000,620000,762000,665000,845,-3.28%,-8.15%,-14.82%,-31.58%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Central Coast,Strata,406000,490000,585000,523000,230,-2.00%,-3.92%,-16.36%,-35.75%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Fairfield,Total,542000,680000,780000,661000,211,-2.86%,-11.92%,-24.37%,-35.47%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Fairfield,Non Strata,649000,719000,806000,725000,166,-1.58%,-10.75%,-26.22%,-37.36%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Fairfield,Strata,375000,421000,470000,424000,45,-8.08%,-13.64%,-16.67%,-27.42%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Hawkesbury,Total,550000,700000,925000,762000,137,-3.11%,-3.45%,-13.29%,-34.76%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Hawkesbury,Non Strata,622000,750000,963000,834000,112,-5.06%,-5.66%,-18.25%,-36.36%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Hawkesbury,Strata,410000,470000,500000,443000,20,-5.05%,-8.96%,19.05%,-26.47%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Hornsby,Total,700000,1018000,1250000,1011000,284,-3.05%,-7.45%,-23.66%,-31.89%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Hornsby,Non Strata,1048000,1175000,1301000,1221000,180,-0.42%,-13.60%,-32.58%,-26.83%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Hornsby,Strata,578000,646000,725000,648000,104,-2.80%,-6.05%,-0.95%,-39.18%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Liverpool,Total,585000,706000,810000,724000,290,0.79%,-1.54%,-25.26%,-43.25%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Liverpool,Non Strata,660000,750000,842000,780000,232,0.00%,-5.84%,-20.00%,-33.14%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Liverpool,Strata,429000,522000,564000,498000,58,7.58%,3.21%,-40.82%,-64.63%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Northern Beaches,Total,807000,1237000,1655000,1323000,731,-8.71%,-12.58%,-19.93%,-18.23%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Northern Beaches,Non Strata,1315000,1600000,2000000,1722000,373,-5.88%,-13.98%,-25.25%,-17.11%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Northern Beaches,Strata,684000,800000,1039000,908000,358,-9.09%,-10.61%,-13.53%,-19.37%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Penrith,Total,515000,610000,680000,603000,478,-3.94%,-6.51%,-14.03%,-34.16%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Penrith,Non Strata,572000,643000,701000,650000,364,-3.38%,-8.21%,-14.75%,-30.27%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Penrith,Strata,399000,460000,504000,451000,114,-6.12%,-12.46%,-11.63%,-44.12%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Sutherland Shire,Total,713000,880000,1100000,960000,573,-10.20%,-16.19%,-23.70%,-28.37%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Sutherland Shire,Non Strata,900000,1050000,1269000,1159000,303,-7.28%,-18.29%,-29.86%,-23.10%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Sutherland Shire,Strata,601000,700000,814000,735000,270,-4.11%,-11.39%,-15.36%,-33.50%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,The Hills Shire,Total,875000,1050000,1266000,1098000,317,-5.83%,-12.50%,-18.51%,-24.52%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,The Hills Shire,Non Strata,988000,1128000,1334000,1194000,251,-3.88%,-12.22%,-23.48%,-23.71%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,The Hills Shire,Strata,661000,721000,819000,733000,66,-8.35%,-6.33%,8.20%,-27.47%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Wollondilly,Total,574000,665000,943000,748000,124,-2.13%,-11.92%,8.77%,-20.51%
2019,Q2,GMR (Greater Metropolitan Region),Total,Outer Ring,Wollondilly,Non Strata,590000,670000,950000,757000,121,-5.63%,-13.55%,12.04%,-16.55%
